id,title,author,newspaper,editor,year,month,day,volume,issue,page,image,tags,layout,text
33,How the Judges Picked Them,Unknown,Grate-Phil News,,1934,7,3,1,5,4,GratePhilNews-4.jpg,,item,"HOW THE JUDGES PICKED
THEM

June 16
Morgan Pike ............. First Prize
Hogan-Cavan ........... Second Prize
Freeman-Chase ....... Third Prize
MeGuire-McCann ..... Fourth Prize
Clark-Carnera ........... Fifth Prize
Donald- Murphy ........ Sixth Prize

Memorial Day
Aggie-Mayo ............. First Prize
Harry-York ............... Second Prize
Scotten-Yam ............ Third Prize
Chester-McGuire ..... Fourth Prize
Morgan-Kline ........... Fifth Prize
Yellow-Dix ............... Sixth Prize"
34,Answer to the Cryptograms,Unknown,Grate-Phil News,,1934,7,3,1,5,4,GratePhilNews-4.jpg,,item,"Answer to the Cryptograms

Small towns are said to be more de-
moralizing than large ones because va-
rieties of wholesome recreation are lack-
ing in many."
35,Untitled,Unknown,Grate-Phil News,,1934,7,3,1,5,4,GratePhilNews-4.jpg,,item,"Don’t be a braggadocio, for then you
lose before you start."
36,The Squared Circle,Unknown,Grate-Phil News,,1934,7,3,1,5,4,GratePhilNews-4.jpg,,item,"The Squared Circle

Now that Barney Ross is welter-
weight boss, it is logical to expect Tony
Canzoneri will be the light-weight king
again... Me thinks Barney can’t make
the light-weight class ... That is, with-
out hurting himself... It is rumored
the ""old master,"" Billy Petrolle, is
attempting another comeback ... That
means trouble again for those in, or
near, his class ...

Caught in the air... Steve Hamas
will be one of the principals in a Tay-
lor and Gunnis heavy-weight card in
September . . . His opponent has yet to
be selected . . . But don’t be surprised
to see Walter Neusel, the Teuton Ter-
ror, in the opposite corner... A new
set of boxing rules should be put into
effect to match Maxie Rosenbloom’s
style of fighting ... . They should be
called Slapsbury, or Slamsbuty rules . .

One of these days Slappie Max is
going to get himself jammed WhO es
It’s about time the boxing solons
straightened out the three following
classes .. . Flyweight ... Bantam...
And Feather ... Hvery individual clique
has its own champion . . . Almost as
bad as the wrestling champions . . .

Bat Battalino is touring South Amer-
ica . . . It is reported he is doing well
... A true warrior’. . . May a right
never cross his chin. . . Jimmy Wilde,
one of the greatest little fighters to don
the padded mittens, is now a fight man-
ager in London . .. Luis Firpo, once
dubbed the ‘‘ Wild Bull of the Pampas,’’
is now a tamed Holstein... His latest
weight report is 340 C.O.D. ...

Jack Dempsey’s greatest victory over
the public was his defeat at the hands
of Tunney ... That fight won him mil-
lions of fans and admirers .... Paulino
Uzcudun is classed. as a dontonder for
the heavy-weight crown in Europe ...
To us here he’d make a swell catcher for
the Cincy Reds . . . Sid Terris’ greatest
assets were speed and a lightning jab
... His biggest handicap ... A weak
chin ...

The Carnera-Baer fight stirred the
boys to a high pitch here ... And, as 
after every important fight, there was
the usual ""I told you so"" ... The
Italians were downcast like they have
been since the downfall of the Roman
Empire... But let it be said that a
more courageous fighter never lived ...
Good luck, Primo...

Were the girls happy after Baer’s
victory ... Don’t ask me ... Ask the
girls ..."
37,Untitled,Unknown,Grate-Phil News,,1934,7,3,1,5,4,GratePhilNews-4.jpg,,item,"The Smithsonian Institute reveals that
there is 45 trillion dollars’ worth of gold
in the ocean, but we don’t suppose it
will comfort a seasick guy much to know
he’s rolling in wealth."
38,Untitled,Unknown,Grate-Phil News,,1934,7,3,1,5,4,GratePhilNews-4.jpg,,item,"King George’s crown has 3,000 indi-
vidual jewels which are removed separ-
ately for cleaning and polishing at reg-
ular intervals?"
39,Untitled,Unknown,Grate-Phil News,,1934,7,3,1,5,4,GratePhilNews-4.jpg,,item,"Mrs: OReilly: Is this a men’s furn-
ishing store?

Voice from other end of store: Yes,
ma’am.

Mrs. O’Reilly: Well, I wish you would
furnish my daughter Alta with a young
man who doesn’t drink, smoke, swear or
stay out nights."
40,Overbrook A.C. Goes Down to 3-1 Defeat,Unknown,Grate-Phil News,,1934,7,3,1,5,4,GratePhilNews-4.jpg,sports,item,"Overbrook A. C. Goes
Down to 3- 1 Defeat

House courtmen get careless after
taking opener by 15-1 count

After taking the first game by the
one-sided dount of 15-1, the House vol-
leyball team became careless and had
all kinds of trouble before Overbrook
A.C. bowed, 3-1.

The visitors, made up largely of Over-
brook High School stars, were hopeless-
ly outclassed by the locals in the opening
engagement, and spotted the House ten
points before they managed to break
into the scoring column.

Instead of continuing the romp, Over-
brook took advantage of numerous errors
and surprised everybody with a 15-8
victory in the second game.

With the regular team of Winters,
Chie Slim, Engle, Irish, Blackie and
Gyp back into action in the third game,
Overbrook continued its uphill battle
and made a go of it before bowing,
15-10. The last engagement was a dupli-
cation of the third game, with the House
winning by the same score.

Groff, Smith, Keehn, Herman, Rich-
ards, and Marshall comprised the Over-
brook sextette, Herman and Keehn were
the mainstays. Both of these boys played
on Overbrook’s championship basketball
team, with the former leading the Public
High League scorers.

After the volleyball game was over,
the visitors played two ten minute halves
of basketball against a white and a
colored team. Both of the abbreviated
tilts went to Overbrook by close scores.
The speed and passing of the Hilltoppers
drew considerable comment from the
spectators."
41,Did you know that --,Unknown,Grate-Phil News,,1934,7,3,1,5,4,GratePhilNews-4.jpg,,item,"Did you know that—

During the lifetime of an average
man he eats 1500 times his own weight
in food which includes approximately
15 tons of meats and 20,000 gallons
of water?

A single strand of human hair can
support a weight approximately a 
quarter of a pound before breaking?

The man who wrote ""Sally in Our
Alley’,, also wrote ‘‘God Save our
King???""

All naval vessels passing Washington’s
tomb at Mount Vernon parade the full
guard. and band, half mast colors, and
toll the ship’s bell? When abreast the 
tomb taps is sounded, the guard presents
larms and the officers stand at atten-
tion?

The Guinea pig does not come from 
Guinea nor is it a pig? It had its ori-
gin in South America and is a species
of the rat family."
42,Untitled,Unknown,Grate-Phil News,,1934,7,3,1,5,4,GratePhilNews-4.jpg,cartoon,item,"We start off our Big Battling Show,
Introducing the Great
Who started the lark
By punching Ace Clark,
What kept him alive, we
don't know.

Next came Bill Murphy and Battling Don
Who put up a battle that was no “con”,
With no harm a-tall
They fought to a draw,
Mistake not these boys for a chocolate bon-bon.

Next comes our old sport Dick Pike,
But Dutch Morgan takes Dick for a hike,
Now this ain't so funny,
For they drew down first money,
And now're living high on whatever they like.

Now we have Joe Freeman and Charley Chase
The word Fights written all over their face
Not throwing the cattle
They put on a battle
That sure would add credit to any old race.

Then came Phil Cavan and Rebel Hogan,
A fight to the finish was these boys slogan.
But Cavan got his fill
From a few cracks on the gill
Which he thought was from Hogan's No. 10 brogan

The last act: Slugger McGuire and Spike McCann
But the fight was too short for any blood-thirsty fan
With a Whiff and a Bang, 
Slugger laid out McCann,
And this's all the fight dope we've at hand.

By Major"
43,Centralized Radio System About 75 Percent Complete,Unknown,Pen Points,,1934,2,14,1,1,1,1934.02.14.01_PenPoints.jpg,,item,"Centralized Radio System
About 75 Percent Complete

Three National Chains and
Local Station to Furnish 
Programs All Day

Almost 75 percent of the work 
has been completed on the radio
installation project at present,
with RCA engineers hoping that
individual reception will be avail-
able sometime early in March.

The piping conduits and drilling
necessary to reach each cell has all
been completed, while the Control
Units and wiring are also ready
for immediate use. More than 104,-
000 feet of armored cable has been 
used in the gigantic program and
130,000 feet of wire will be drawn
through the conduits before the 
system is completed.

This project is an outgrowth of
the development of radio itself, but
it was only within the last two 
months that the program began to 
formulate concretely. 

The general system of installa-
tion, better known as the Four 
Channel Centralized Radio System,
specifies four ""racks,"" each weigh-
ing almost 600 pounds, with 800
control boxes running from the 
four main channels. Provision has
been made for 1200 outlets direct
to each cell from these control box-
es. 

Three nationwide broadcasting 
systems, and one prominent local
station, will furnish radio programs
every hour of the day. 

Through this method of central-
ized receiving, the best available 
programs at present, can be re-
ceived by each individual at the 
absolute minimum of effort. The
station selection remains entirely
at the choice of the receiver. A
simple regulation of the cell con-
trol boxes will change the program 
immediately to any one of the four
different broadcasting organiza-
tions. 

The cell control boxes will con-
tain nothing more than an ordin-
ary panel with a switch and four
""knots."" Each of the latter will 
be designated to represent one of
the broadcasting systems, and a 
movement of the switch to another 
""knot will immediately change 
the program being received.

Two of the control boxes will 
be installed in each cell. Each set 
of ear-phones will be equipped with
ten feet of wire to permit a great
deal of freedom in movement.
These control boxes lead directly
into the outlet boxes on the out-
side of the cells. The latter, in
turn, go directly to the central re-
ceiving apparatus. 

The ""racks,"" which are being 
installed on the 7th Gallery, are
equally simple when it comes to 
operation. The station reception 
is brought about much in the same
manner as in an ordinary radio
set tuning.

By sealing the dial, no more reg-
ulation is necessary until the send-
ing station ceases to broadcast. At
that time an automatic switch shuts 
off the mechanism. No regulation 
whatsoever, is necessary once our
local receptors pick up the stations
for each of the four channels. 

The expense of radio reception 
is reduced to its absolute minimum 
according to engineers of the RCA 
Company. Outside of the initial 
expenditure, very little cost is nec-
essary to keep the extensive appar-
atus in working order. 

Instead of keeping an individual
receiving set in repair and purchas-
ing tubes and other incidentals, all 
this is done away with in the Cen-
tralized Receiving System. Both
the control boxes and the cell out-
lets contain nothing but simple 
standard parts, with necessary re-
pairs being insignificant in com-
parison to the up-keep of a single
set. Not only is the outlay and re-
pair costs virtually eliminated af-
ter the initial expenditure has been
made, but electrical disturbances 
are also tremendously reduced. The
volume control is likewise automat-
ic, insuring a constant tone regard-
less of outside interference and 
weather conditions. Cross talk, al-
so common in individual reception,
is another ""bugaboo"" that has been 
done away with.

The entire cost of the installa-
tion work will be taken care of by
the Prisoner's Welfare Fund, and
in this manner every member of 
the institution will have access to 
the daily radio programs."
44,Post Office Handles 1200 Letter Per Day,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.01_PenPoints.jpg,,item,"Post Office Handles
1200 Letters Per Day

At least 4000 three cent
stamps used in a 
dull month

Letters! Big Letters, little let-
ters!

Stamps! Two's, three's, five's, 
twenty's, airmail, special delivery.
Twelve hundred of them pouring
into the Post Office every day!

That is the minimum handling 
for comparatively dull months such 
as January, while during the holi-
day seasons the volume far surpass-
es this figure.

At least 4000 three cent stamps 
are used by the members of this
institution every month, with the 
two cent variety approximating 
the 3000 mark.

Mr. Joseph Giordano, who han-
dles the work entirely except for 
one assistant, gets the mail sacks
for this institution from Station J
on Nineteenth Street every morn-
ing and then sorts the various piec-
es into seven different departments.
Parcel Post Packages, Special De-
livery, and Registered mail pieces
all require additional individual 
handling.

Some idea of the amount of rou-
tine work can be obtained from the 
stamp consumption for the month
of January. The number of each
denomiuantion used were as fol-
lows:—

Two cent stamps .............. 2733
Three cent stamps ........... 3489
Four cent stamps ............. 53
Five cent stamps .............. 32
Six cent stamps ................ 68
Eight cent stamps ............. 47
Nine cent stamps .............. 67
Ten cent stamps ................ 55
Twelve cent stamps ........... 61
Fifteen cent stamps ........... 20
Twenty cent stamps ........... 69
Air Mail stamps .................. 3
Special Delivery stamps .... 84"
45,Change Commissary System,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.01_PenPoints.jpg,,item,"Change Commissary System

Plans for revamping the
entire Commissary and Con-
cession system is under con-
sideration. The new system
will be put into effect as soon
as the money can be found to
take care of the Private in-
terests now held by certain 
inmates in the various con-
cessions."
46,Radio Project One Of the Largest In U.S.,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.01_PenPoints.jpg,,item,"Radio Project One Of 
Largest in U.S. 

RCA Engineers Hail System
as Best in the Penal
Institutions

According to L. P. Clark and 
Company, local agents for the RCA, 
the Centralized Radio System
which is now being installed in this
institution is the largest to be
found in any penal institution in
the United States.

The Centralized System is used
in such places as the Governor 
Clinton Hotel, Philadelphia Sav-
ings Fund Society Building, Jeffer-
son Medical College and numerous
other places, but the only manner
in which these commercial jobs dif-
fer from the local installation is a
trifling increase in power, and the 
substitution of amplifiers for head-
sets.

All of the equipment is approved
by the RCA and is complete in it-
self. The Antenna System is the
only one to be approved by the
U. S. Government at present for
ships and sea and at naval bases. 

The use of steel ""racks"" permits 
grounding of the radio chassis to
steel frames and thus eliminating
regeneration between radio chan-
nels and also unnecessary noise in-
terference. They also permit better 
ventilation to the mechanism and
naturally cause less depreciation.

At Ossining, N. Y., where a
similar system is installed, the 
""racks"" are the extent of the 
equipment, with the individual sets
being obtained according to the in-
mate selection. While provisions
are made to take care of as many 
outlets as we have here, the indivi-
dual purchase of sets places the 
price out of the reach of a good 
number of the men."
47,Vocational Education Taking Place of Shop Worn Theories,C.E. Heddes (Director of Education,Pen Points,,1934,2,14,1,1,,1934.02.14.01_PenPoints.jpg,,item,"Vocational Education Taking 
Place of Shop Worn Theories

In the past, Education was some-
thing that was looked upon as be-
ing compulsory; we had to take it;
it was ""supposed"" to be of some
value to us. Just what value, how-
ever, could not be determined very 
concretely.

Some people were of the opinion
that Education was necessary for
its cultural values. In other words,
we could not hope to be a success 
in life unless certain prescribed 
curriculums were mastered. By
undergoing this ordeal one was 
supposed to magically acquire the
where-with-all by which he could
secure an entrance to the more 
select circles in life. 

Some people took a broader view
of the general condition, and prob-
ably for the want of something 
even more indefinite, said that edu-
cation was vital for its social value/
Just what their concrete beliefs
were, no one knew. The doctrine
was exceedingly elastic—first to 
stretch this way, and then again to
stretch that.

At the same time, those indivi-
duals who prided themselves in
being ""practical,"" took an entire-
ly different view. Said they, ""Ed-
ucation is essential in training the 
man to fit the environment,"" but
in the same breath, used the latter 
term as something all-inclusive.

Regardless of overlapping be-
liefs these groups held, it is suffici-
ent to say that no one ever thought
of tying education to a job in any
manner except in a college where
one was supposed to specialize in 
such pursuits.

A marked change has taken 
place, however, in the past ten
years in the form of the Vocational
Education Movement—or, ""educa-
tion for a job."" In short, we have 
become a Nation going back to
school. Instead of classes being a 
recognition of one's limited educa-
tion, going to school is now the 
complimentary determination of 
one's progressive desire to keep up
to date.

Thus the school in this institution
aims to provide the tools for bet-
ter, pleasanter, and more harmon-
ious living, so that, those who can-
not now read or write their own
letters may be able to do this;
those who are not able to hold pos-
itions in the institution may qual-
ify for employment; and finally
those who have never prepared
themselves to hold a job may make 
that preparation here and be ready
for desirable employment on their 
return to society.

—C. E. HEDDER, Director of Education"
48,Parole Department and Officials to Aid Vets on Bonus Data,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.01_PenPoints.jpg,,item,"Parole Department and
Officials to Aid Vets
on Bonus Data

Men who saw service in
Spanish, China Relief, and
World War eligible

MUST TYPE FORMS

Members of this institution who
are eligible to Veteran's Compen-
sation and desire data, or aid in
filling out the information blanks
can secure help from the officials,
or members of the Parole Depart-
ment.

Those veterans who are entitled
to compensation are individuals
who were legal residents of Penn-
sylvania at the time of their entry 
into the service, who performed 
full and honorable service and who
were members of the military or
naval forces of the United States
in the following wars on the dates
shown: War with Spain, April 21,
1898 to August 13, 1898. China 
Relief Expedition, Phillipine Is-
lands or Guam, April 21, 1898 to
July 4, 1902. World War, April
6, 1917 to November 11, 1918. 

Persons discharged for alienage
or under other than honorable con-
ditions and conscientious objectors
are not eligible.

All the applications must be
mailed to the Veterans Compensa-
tion Bureau, Department of Mili-
tary Affairs, Harrisburg Pa. If
applications are not filled out in 
this manner, there probably will 
be a great deal of delay. Appli-
cants should not write to the Bu-
reau about their claims, unless the
proper officials of this institution
deem it necessary for them to do
so.

Compensation is payable to the 
veterans who meet the additional
requirements outlined in the print-
ed form they will receive, and pro-
viding they have at least sixty
days' service which began prior to 
or during the periods of the wars
listed above. The service shall be
""computed on the basis of ten
dollars for every month and major
fraction thereof of active service""
..... ""until his separation from
service"" ... but no veteran shall 
be entitled to receive more than 
two hundred dollars.

No allowance shall be made for 
inactive duty; to be individuals who 
received more than the regular pay
and allowance of their grade; or 
to those who received a similar pay-
ment from any other State. The 
decision of the Adjutant General
as to payment or nonpayment of
compensation or eligibility is final."
49,Additional Aid Given,Pennsylvania Prison Society,Pen Points,,1934,2,14,1,1,,1934.02.14.01_PenPoints.jpg,,item,"Additional Aid Given

A representative of the
Pennsylvania Prison Society
will be at this institution reg-
ularly to see the inmates and 
to discuss their problems with
them. Any inmate who desires
to avail themselves of this offer
may arrange for an interview
by request, through the officer
in charge. The service is free.

PENNA. PRISON SOCIETY
311 S. Juniper St., Phila., Pa."
50,Pardon Applications Explained in Full,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.01_PenPoints.jpg,,item,"Pardon Applications 
Explained in Full

Detailed explanation given in
order to clarify method of
securing papers

One of the questions that arises 
quite frequently is, ""I wish to 
make application to the State Board
of Pardons for commutation of 
sentence. Where and how do I get 
my papers?"" The following will 
answer this oft repeated query:—

Applications that have never
been before the Board are original
cases. Those that have been pre-
viously considered are rehearing
cases. If the applicant is under
sentence of death, the application
is a capital case.

Send $1.00 to the Secretary,
Board of Pardons, Department of
Justice, Harrisburg, Pa., for forms. 
State whether the application is
original, rehearing, or capital case.
The forms must be prepaid.

Fill these forms out carefully by
typewriter. The original must be 
signed by the applicant and two
witnesses. In rehearing cases, new
and substantial reasons must be
presented on the rehearing forms.
Supplemental sheets may be added.
To each copy of the rehearing form 
must be attached, but not perman-
ently, an exact copy of the original 
applciation on new original forms.

Return the original and eight 
copies to the Secretary. A filing
fee of $10.00 is charged and must 
accompany the application. The 
filing fee is never returned. Checks
or money orders must be made pay-
able to the Commonwealth of Penn-
sylvania.

Applications filed on or before 
the 10th day of the month will be
considered at the Board's Execu-
tive Session the following month.
If the Board shall then be of the
opinion that the application is not
worthy of hearing, it shall forth-
with refuse the applciation; and if 
it shall determine to grant a hear-
ing in open session, the applicant's 
representative will be notified as
to the time, date and place of such 
hearing. (Example) An application
filed before January 10th, will be 
considered in the February Execu-
tive Session. Hearing if allowed, 
will be in March. Fifteen minutes 
will be allowed to each side for ar-
gument in non-capital cases; thirty 
minutes in capital cases.

Anyone may act as the appli-
cant's representative. Lawyers
must be members of the bar of the
Supreme Court of Pennsylvania. 
Only lawyers may charge fees and 
the Board reserves the right to in-
quire into the fee paid and if it
deems it excessive to require a re-
duction thereof. Any attorney who
refuses to reduce a fee in accord-
ance with a requirement of the
Board to do so shall thereafter be
ineligible to practice before the 
Board.

If the applicant has been sent-
enced to a county prison or work-
house, a formal application for pa-
role must be made to the trial
court and refused before an appli-
cation will be considered by the 
Board of Pardons. A certified copy
of the court order refusing parole 
must accompany the application.

All material to be filed with the 
application should be sent to the 
Secretary not later than two weeks
after date of filing.

In no case will a petition for re-
hearing be considered until six
months have expired after the re-
fusal of the original application.

No reasons are given for the re-
fusal of an application.

Follow the above instructions 
carefully. The applicant's repre-
sentative will be notified by the 
Secretary if anything else needs be
done."
51,Father Farley Plans For Another Mission,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.01_PenPoints.jpg,,item,"Father Farley Plans 
For Another Mission

Father Farley, Catholic Chap-
lain of this institution, has complet-
ed plans for another Mission dur-
ing the Lenten Season. The Mission
service, lasting an entire week, will
be conducted by the Rev. James P.
Clark, CSSB.

The regular Holy Name Mass
will be held Sunday, February 25,
at 5:30 A.M., with Confessions be-
ing heard Saturday morning. On
the other Sundays of the month, 
the Catholic Services will be held
at 9 A.M. in the chapel.

There are religious instructions
every Sunday, while individual in-
structions are given any time dur-
ing the week. The Chaplain's of-
fice is open at ALL times to ALL in-
mates of the institution."
52,Procedure and Operation Of Parole Laws Given in Detail,"Phelps, William Lyon",Pen Points,,1934,2,14,1,1,,1934.02.14.01_PenPoints.jpg,,item,"Procedure and Operation of
Parole Laws Given in Detail

Act of Assembly Covering 
Release and Violation set
forth to aid eligible

BOARD OF TRUSTEES' 
WORK ALSO RELATED

The dictionary defines the word 
parole thus: ""In penology, the re-
lease of a prisoner under promise 
not to violate the law; to release a 
prisoner on this word of honor to
observe certain conditions.""

The Act of Assembly, aproved 
the 10th day of May, A.D., 1909, in-
augurated the present system of 
release by Parole, as well as the 
penalty for violating parole. This
Act set up the minimum and max-
imum sentences, and the eligi-
bility of prisoners for release on
parole at the expiration of their
minimum sentence, subject to con-
ditions as laid down by law. Sub-
sequent Acts of Assembly have 
made it mandatory that a prisoner 
sentenced to a state penitentiary 
must have a minimum and a max-
imum sentence, and the minimum
setence shall not exceed one-half 
of the maximum sentence.

Parole, as it affects an inmate of
the Eastern State Penitentiary, 
can be divided into two distinct 
classifications: 
(A) Preliminary steps and procedure to-
ward obtaining a parole.
(B) Requirements and operation of the
Parole Laws as they affect a parole
prisoner.

Let us follow these two classifi-
cations closely, as it will solve many
of the perplexing questions con-
fronting every inmate as the time
draws near for his opportunity to 
make application for release on 
parole.

""A""—The Acts of Assembly set up
the procedure that shall be followed
in considering the applications. They
vest in the Board of Trustees of the 
State Penitentiaries the power and the 
duty of considering every inmate for
parole within a period of three months
prior to the expiration of his minimum
sentence, and making a recommendation
to the Governor as to whether such
convict shall be released on parole.

This recommendation must first be
sent to the Board of Pardons for ap-
proval. When, and if, the Board of 
Pardons approve the recommendation
of the Board of Trustees, then the 
Board of Pardons presents the recom-
mendation for release on parole to the
Governor. The Board of Pardons must
approve all recommendations for re-
lease on parole, or reparole, which
might be made by the Board of Trust-
ees of the Eastern State Penitentiary,
before they are presented to the Gover-
nor for his official action.

The Board of Pardons, by virtue of 
the fact that they must approve all 
recommendations for release on parole
to the Governor, have set up certain
requirements which they feel essential,
and in the absence of which they refuse 
to present the recommendation. These
requirements can be listed as follows:

1. An inmate must have a suitable, law-
abiding sponsor.
2. He must have a job or a good home to 
go to.
3. Lacking the job or home, he must have 
sufficient funds to enable him to be 
self-supporting for a reasonable length
of time in which to procure work for
himself. (Amount fixed by the Pardon
Board at approximately $150.00)
4. If the inmate is to be turned over to
other jurisdiction on detainer or other-
wise, and if he is to be deported.

The above requirements are set by 
the Board of Pardons, and not by the 
Board of Trustees. The requirements
of the Board of Trustees are set by 
law, but the Board of Pardons can insist 
on any requirement they see fit for 
what they think is the best interest of 
everyone concerned. It would be a 
waste of time for the Board of Trust-
ees of this institution to forward any
recommendation to the Bard of Par-
dons for approval, if there were not 
attached to the recommendation proof
of the fact that the requirements of 
the Board of Pardons had been met as
regards sponsor, work, home, etc. There
fore, no recommendation is forwarded
without the conditions of the Pardon
Board having first been met by the in-
mate eligible for parole. 

How can you fulfill the above condi-
tions? That is where the function of 
the Parole Department of the Eastern
State Penitentiary operates.

Approximately three months prior to
the expiration of an inmate's minimum
setnence he is given an Application for
Parole. On this applciation there is a 
space provided for the names and ad-
dresses of any persons who the inmate
feels might act as sponsor and/or em-
ployer for him if released on parole.
The Parole Department writes to the 
people mentioned asking them to act
in the capacity of sponsor or employer,
or both. The inmate should also write
to anyone he knows who he thinks will
assist him in this critical period.

The more people who are contacted 
in this manner the more opportunities 
are liable to be unearthed for sponsors
and possible offers of employment. Give
the Parole Officer the names of all pos-
sible friends or relatives, with their ad-
dresses, so he can write them all in 
your interest.

When any replies are received they 
are turned over to the Field Agents of 
the Department of Justice, who work
under the Board of Pardons. These
Field Agents investigate the offers made
in the letters, making a report of their
investigation, this report being for the
Board of Pardons. If the report is re-
turned satisfactory, and the Board of 
Trustees have approved the parole of 
any inmate subject to such satisfactory
report being received, then the recom-
mendation of the Board of Trusteres is 
forwarded to the Board of Pardons for 
approval. 

Of course, it is within the power of 
the Board of Trustees to refuse to rec-
commend any inmate for parole. Some
of the reasons that a parole might be
refused by the Board of Trustees are:

1. Bad institutional record, as regards con-
duct or work, or both.
2. Lengthy criminal record.
3. Antagonistic attitude, and lack of co-
operation with those you came in contact
with, as displayed during confinement.

After the recommendation of the 
Board of Trustees is forwarded to the
Board of Pardons it takes a little time
for the recommendation to come up for
consideration by that Board, and then
procuring the signed approval of the
Governor, sometimes taking as long as 
two or three weeks. For this reason it
is best to get after your prospective
sponsors and employers at least two or
three months prior to your eligible re-
lease date, so that the approved investi-
gation report and the recommendations
of the Board of Trustees can be in the 
hands of the Board of Pardons in suffi-
cient time to eliminate the possibility 
of any delay in your release.

Bear in mind at all times that the 
officials of this instittuion, and the of-
ficers in the Parole Department, are
interested in seeing that you are re-
leased when you are eligible for release,
and are ready to assit in any way pos-
sible. Naturally they cannot do the im-
possible, you must co-operate. Feel
free to ask them for any assistance, at
any time, in your problems.

""B""—Let us assume that your rec-
ommendation for parole has been ap-
proved by the Board of Pardons and
the Governor. You are now ready for 
discharge on parole. By an Act of 
Assembly, approved the 1st day of 
May, 1929, the State Board of Pardons, 
assumes supervision of all men released
on parole from the Eastern and Western 
State Penitentiaries, and the Pennsyl-
vania Industrial School at Huntingdon.
So you come directly under the super-
vision of the Board of Pardons the 
moment you are released. The officials
of this institution ahve no further jur-
isdiction over you, unless you violate 
your parole and the Supervisor of Pa-
roles, by authority of the Board of 
Pardons, orders your return to the 
penitentiary. In that event we again
assume jurisdiction over you.

The plan as established by the State 
Board of Pardons for supervision of 
the men on parole is briefly outlined as
follows: 

When released from the penitentiary
you are given a copy of the rules and
regulations to be observed while on pa-
role. You should read these over and
make every effort to co-operate in ob-
serving them. You are advised to re-
port to a specific Field Agent who has
supervision of all paroled prisoners in
the locality where you plan to reside. 
This Field Agent will visit you at least 
once a month. He is your friend, and
his purpose is to counsel, advise and
assist you, whenever and wherever pos-
sible, in your efforts to regain your 
normal place in society again. These
Field Agents are responsible to the 
Supervisor of Paroles, who in turn is 
responsible to the Board of Pardons.

You are advised that violations of 
the rules and regulations will subject
you to return to the penitentiary. By pro-
visions of the Act of Assembly of May
10, 1909, if you are convicted of a crime 
while on parole it is mandatory that 
you return to serve the full maximum 
sentence as originally imposed, without
any credit for the time you were out.
So don't commit a crime on parole and
then when you get back to the institu-
tion expect the officials to find some
loop-hole through which they can re-
parole you. Their hands are tied by
law.

Infractions of the fules and regula-
tions, such as failure to report, chang-
ing addresses without permission, being 
drunk and disorderly in conduct, etc., 
when they cause your return, permit
your being reparoled, but not until such 
time as approved by the Supervisor of
Paroles, and the Board of Pardons.

You will note the important 
points:

1. Attend to the matter of sponsorship and
employment promptly and insufficient
time so there will be no delay in your
release at the proper time.
2. Your supervision while on parole is not 
by the officials of the penitentiary
3. A violation of parole by conviction for
another crime while on parole prhibits
consideration for reparole."
